,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
6262,459551,Female,Yes,42,No,Engineer,4.0,Low,1,2
3208,459195,Female,Yes,58,Yes,Artist,1.0,Average,2,3
2752,462360,Female,Yes,62,Yes,Artist,3.0,Low,2,3
4501,461309,Female,No,21,No,Healthcare,1.0,Low,4,4
6107,465959,Female,No,49,Yes,Engineer,9.0,Low,1,1
431,459701,Male,No,47,No,Artist,3.0,Low,3,2
7074,466674,Female,Yes,57,Yes,Artist,0.0,High,2,3
3575,467649,Male,Yes,38,Yes,Doctor,0.0,Average,5,2
3693,462009,Female,Yes,32,Yes,Healthcare,8.0,High,2,1
2682,463457,Female,Yes,42,Yes,Artist,2.0,Average,2,2
6270,459032,Male,No,21,No,Doctor,0.0,Low,3,1
1713,465591,Male,Yes,65,No,Artist,0.0,Average,2,1
6726,467806,Male,Yes,62,Yes,Artist,1.0,High,2,2
7279,461471,Female,Yes,73,Yes,Artist,1.0,Average,2,3
5677,467230,Male,No,21,No,Healthcare,0.0,Low,4,4
5767,463425,Male,Yes,43,No,Entertainment,3.0,Low,2,4
2694,461747,Male,Yes,66,Yes,Artist,1.0,High,2,2
2951,463551,Male,Yes,46,Yes,Doctor,7.0,Average,2,3
2232,466504,Male,Yes,38,No,Executive,9.0,High,5,2
6940,460212,Male,Yes,37,Yes,Entertainment,11.0,Low,6,4
6153,463999,Female,No,33,No,Engineer,1.0,Low,3,3
2630,465468,Female,Yes,37,Yes,Artist,1.0,Average,2,3
1549,461897,Male,Yes,55,Yes,Doctor,0.0,Average,2,3
1018,460182,Female,Yes,43,Yes,Artist,2.0,Average,3,2
1069,462139,Female,No,27,Yes,Healthcare,1.0,Low,4,3
2754,465033,Female,Yes,56,Yes,Lawyer,0.0,Average,2,2
2290,464210,Male,No,43,Yes,Marketing,0.0,Low,2,1
4603,460957,Male,Yes,48,Yes,Entertainment,1.0,Low,2,2
3414,461060,Male,Yes,59,Yes,Executive,1.0,High,5,3
5476,464358,Male,Yes,58,Yes,Artist,0.0,Average,2,2
3387,466863,Female,No,28,No,Homemaker,10.0,Low,1,4
7712,460142,Female,Yes,53,Yes,Artist,0.0,Average,3,2
6432,463286,Male,Yes,35,Yes,Artist,1.0,Average,3,3
7378,466058,Male,Yes,35,No,Entertainment,1.0,Low,2,1
1775,466184,Female,No,35,Yes,Artist,3.0,Low,1,3
7564,459771,Female,No,30,Yes,Doctor,0.0,Low,3,1
4618,464986,Male,Yes,67,No,Lawyer,6.0,High,2,1
2045,462285,Male,Yes,48,Yes,Doctor,1.0,Low,2,1
2285,466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2,4
7431,459970,Male,No,40,Yes,Artist,1.0,Low,2,1
4130,467731,Male,Yes,56,Yes,Artist,0.0,Average,4,3
3430,459715,Male,No,20,No,Healthcare,2.0,Low,4,4
6653,463710,Male,No,49,Yes,Entertainment,0.0,Low,1,2
6081,460703,Female,Yes,30,Yes,Engineer,8.0,Average,5,4
5204,467710,Female,No,37,Yes,Artist,9.0,Low,4,1
2522,465770,Male,No,52,Yes,Artist,1.0,Low,1,2
7461,461840,Male,Yes,47,Yes,Executive,8.0,High,4,3
2156,466088,Female,No,31,No,Healthcare,0.0,Low,7,2
7839,463313,Female,Yes,55,Yes,Engineer,1.0,Low,1,1
5367,461492,Male,Yes,70,Yes,Entertainment,8.0,Average,2,3
2595,467771,Female,Yes,59,Yes,Artist,0.0,Average,5,3
2128,460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1,1
1957,463240,Female,Yes,53,No,Engineer,0.0,Average,3,1
1627,467707,Male,Yes,82,Yes,Lawyer,5.0,High,2,1
2692,465357,Female,Yes,49,Yes,Artist,1.0,Average,3,3
1614,462887,Female,Yes,42,No,Engineer,1.0,Low,3,1
2008,459163,Male,No,42,Yes,Entertainment,1.0,Low,1,1
4822,464861,Male,No,32,No,Homemaker,1.0,Low,2,2
5855,461806,Male,No,27,Yes,Healthcare,9.0,Low,2,4
2723,464079,Female,Yes,36,No,Doctor,14.0,Average,2,1
7629,461160,Male,Yes,49,Yes,Artist,1.0,Low,2,1
1993,467355,Male,No,31,No,Healthcare,0.0,Low,4,4
3846,460008,Male,No,25,No,Doctor,9.0,Low,4,1
4463,460321,Male,Yes,25,Yes,Artist,3.0,Average,2,2
3340,461565,Male,Yes,51,Yes,Entertainment,4.0,Average,2,3
6842,463480,Female,Yes,27,No,Healthcare,0.0,Low,2,4
4388,460124,Female,No,43,Yes,Artist,1.0,Low,3,1
7455,461266,Female,No,35,Yes,Artist,0.0,Low,1,1
7224,459623,Male,Yes,46,No,Entertainment,0.0,Average,5,2
6967,466043,Female,Yes,46,Yes,Artist,1.0,Average,4,2
5144,459639,Female,Yes,56,Yes,Artist,1.0,Low,1,2
96,459976,Female,No,38,Yes,Artist,0.0,Low,1,4
3117,465090,Male,Yes,57,Yes,Artist,0.0,Average,2,2
1428,463432,Male,No,36,Yes,Artist,0.0,Low,1,2
3931,462804,Male,Yes,39,No,Executive,5.0,High,3,4
5325,466680,Male,No,22,No,Engineer,0.0,Low,4,4
5932,465401,Female,Yes,48,Yes,Artist,10.0,Low,2,2
7148,461417,Female,No,37,Yes,Doctor,1.0,Low,3,4
3094,459527,Male,Yes,46,Yes,Artist,1.0,Average,4,2
6720,462346,Male,Yes,81,Yes,Lawyer,9.0,Low,1,2
7711,467733,Male,Yes,62,No,Executive,9.0,High,3,2
2751,461255,Male,No,18,No,Healthcare,1.0,Low,5,4
7078,460166,Female,No,21,No,Healthcare,1.0,Low,7,4
6910,459328,Male,Yes,48,Yes,Executive,1.0,High,3,2
7053,466172,Male,Yes,53,Yes,Artist,3.0,Average,3,3
915,465663,Female,No,70,Yes,Artist,0.0,Low,2,2
4200,466797,Female,No,23,No,Healthcare,1.0,Low,4,4
2391,466710,Female,Yes,73,No,Artist,1.0,High,2,3
7035,461117,Female,No,30,Yes,Healthcare,0.0,Low,6,4
2263,467967,Male,No,30,Yes,Entertainment,8.0,Low,4,1
3100,464012,Female,Yes,75,Yes,Lawyer,3.0,High,2,1
1253,459513,Female,No,32,Yes,Healthcare,3.0,Low,2,3
177,461081,Female,No,20,No,Healthcare,2.0,Low,6,4
1447,465303,Female,Yes,67,Yes,Artist,1.0,Average,3,3
6338,467601,Male,Yes,42,No,Artist,6.0,Low,2,2
512,464066,Female,No,29,Yes,Healthcare,9.0,Low,3,1
6943,466383,Male,No,22,No,Healthcare,9.0,Low,3,4
3659,460836,Female,Yes,33,No,Artist,6.0,Average,2,3
1035,467549,Male,Yes,61,Yes,Entertainment,11.0,Average,3,1
1938,466616,Male,No,18,No,Healthcare,8.0,Low,9,4
1042,464604,Male,Yes,32,No,Entertainment,5.0,Low,2,1
4411,467736,Female,Yes,79,Yes,Lawyer,4.0,High,2,2
2515,465463,Female,No,28,No,Doctor,9.0,Low,5,1
2255,465846,Female,No,40,Yes,Artist,5.0,Low,1,1
892,462921,Male,Yes,49,No,Artist,1.0,Average,4,3
905,462081,Male,No,22,No,Marketing,0.0,Low,3,4
6200,461409,Male,Yes,43,No,Artist,1.0,High,3,2
605,462695,Male,Yes,51,Yes,Artist,8.0,Low,5,1
6480,466095,Female,No,27,Yes,Healthcare,1.0,Low,6,3
5570,463942,Male,No,26,No,Healthcare,0.0,Low,4,4
88,464734,Female,No,42,No,Entertainment,7.0,Low,3,4
630,461955,Male,No,31,Yes,Healthcare,0.0,Low,4,4
6484,463987,Female,No,36,Yes,Artist,0.0,Low,1,2
4965,458989,Female,Yes,42,Yes,Engineer,1.0,Low,1,2
2069,466872,Male,Yes,43,Yes,Artist,1.0,Low,2,2
1800,465671,Female,Yes,35,No,Engineer,2.0,Average,5,4
251,459488,Male,Yes,47,No,Artist,8.0,Average,4,1
3658,464072,Male,Yes,49,Yes,Executive,1.0,Low,2,1
5484,461523,Male,Yes,78,Yes,Lawyer,0.0,High,5,2
4135,463010,Male,Yes,81,No,Executive,0.0,Low,1,4
2278,464016,Female,Yes,29,Yes,Entertainment,0.0,High,1,1
3780,462452,Male,No,22,No,Healthcare,1.0,Low,4,4
7151,459071,Male,No,28,Yes,Healthcare,5.0,Low,4,3
7664,461742,Male,Yes,87,Yes,Executive,1.0,High,2,3
6872,467673,Male,Yes,50,No,Executive,0.0,High,4,2
4689,465193,Male,Yes,36,No,Engineer,0.0,Average,2,4
4957,462501,Male,Yes,63,Yes,Artist,1.0,Average,2,3
1066,462977,Male,Yes,36,No,Artist,0.0,Average,3,2
1290,465646,Female,No,40,Yes,Artist,6.0,Low,2,2
1564,463672,Male,No,32,Yes,Engineer,1.0,Low,3,4
7816,463655,Male,Yes,39,Yes,Artist,13.0,Low,2,2
4556,466625,Male,Yes,49,Yes,Artist,0.0,Average,2,3
1944,466593,Male,Yes,70,Yes,Lawyer,0.0,High,3,1
1736,465864,Male,Yes,32,Yes,Entertainment,9.0,Average,2,4
2504,467605,Female,Yes,40,Yes,Engineer,1.0,Average,7,1
3616,463004,Male,Yes,48,Yes,Artist,0.0,Average,2,3
54,464961,Male,Yes,76,No,Marketing,1.0,Low,1,1
3147,467402,Female,No,28,Yes,Artist,5.0,Low,4,4
1380,466279,Female,No,31,No,Healthcare,1.0,Low,4,1
4656,462733,Male,Yes,55,No,Artist,0.0,Average,2,3
6354,464207,Male,No,53,Yes,Artist,0.0,Low,1,1
1231,465153,Male,Yes,35,Yes,Artist,1.0,Average,2,1
7069,460938,Male,No,38,Yes,Artist,1.0,Low,1,1
3496,461575,Male,No,31,No,Doctor,1.0,Low,4,3
21,459675,Female,No,18,No,Healthcare,3.0,Low,4,4
1588,459332,Female,Yes,72,Yes,Homemaker,1.0,Low,2,2
670,461064,Male,No,45,Yes,Artist,1.0,Low,5,3
8013,465594,Male,Yes,29,No,Executive,4.0,Low,6,4
3115,460143,Male,Yes,38,Yes,Entertainment,0.0,Low,2,1
7980,461813,Male,No,29,Yes,Healthcare,1.0,Low,2,4
2070,467104,Female,No,18,No,Healthcare,1.0,Low,3,4
353,463719,Female,No,26,No,Doctor,0.0,Low,1,4
917,465001,Male,Yes,75,Yes,Lawyer,1.0,High,2,3
4017,461527,Female,No,35,Yes,Artist,1.0,Low,1,2
7861,467272,Male,Yes,76,Yes,Lawyer,8.0,High,2,1
2832,466130,Female,No,27,No,Artist,0.0,Low,6,4
7283,464498,Male,Yes,45,Yes,Artist,1.0,Average,3,2
7803,464013,Male,No,27,No,Healthcare,0.0,Low,1,4
6920,462942,Female,No,33,Yes,Entertainment,0.0,Low,4,1
5387,466073,Female,Yes,62,No,Engineer,8.0,High,2,1
385,467668,Female,Yes,49,Yes,Artist,1.0,Average,3,3
5929,467303,Male,Yes,38,Yes,Doctor,3.0,Average,2,3
2749,462505,Male,Yes,40,No,Executive,0.0,Low,4,4
5273,465211,Male,No,43,No,Artist,6.0,Low,2,2
996,467440,Male,Yes,49,Yes,Entertainment,0.0,Low,1,1
4625,467184,Male,Yes,51,No,Engineer,0.0,Average,3,4
6937,467228,Male,No,29,Yes,Healthcare,1.0,Low,4,3
2775,459501,Female,Yes,62,Yes,Artist,4.0,Average,7,1
5255,461118,Female,No,30,Yes,Healthcare,6.0,Low,2,1
2867,461098,Female,Yes,39,Yes,Engineer,1.0,Low,1,1
6550,463947,Male,Yes,35,Yes,Entertainment,0.0,Average,3,3
289,465058,Female,No,43,Yes,Entertainment,1.0,Low,1,2
4111,465455,Male,No,26,No,Doctor,0.0,Low,2,4
6867,460462,Female,No,20,No,Marketing,1.0,Low,3,2
5197,464556,Female,No,39,Yes,Artist,1.0,Low,3,1
6639,461988,Male,Yes,36,No,Engineer,0.0,Average,2,2
1559,460009,Male,No,46,Yes,Artist,0.0,Low,1,2
2899,464960,Female,No,22,No,Healthcare,0.0,Low,5,4
1461,462654,Male,Yes,39,No,Artist,1.0,Average,6,1
3813,463101,Female,No,27,No,Homemaker,8.0,Low,1,4
3947,462992,Female,Yes,56,Yes,Engineer,7.0,High,3,2
5091,465262,Male,Yes,60,Yes,Entertainment,7.0,Average,4,2
7845,465221,Male,Yes,88,Yes,Artist,0.0,High,2,3
1956,460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5,1
5699,463958,Female,No,25,No,Healthcare,0.0,Low,5,3
7067,461358,Male,No,42,No,Entertainment,1.0,Low,3,1
5158,464701,Male,No,31,No,Doctor,0.0,Low,2,1
2260,464205,Female,Yes,82,No,Entertainment,0.0,High,2,2
7906,464729,Male,No,36,No,Marketing,1.0,Low,4,4
2127,459973,Female,No,50,Yes,Artist,0.0,Low,2,1
4035,461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4,3
6945,466596,Female,Yes,83,Yes,Artist,0.0,High,2,3
7607,464531,Male,Yes,38,No,Engineer,0.0,High,6,1
5206,463227,Female,Yes,35,Yes,Engineer,1.0,Average,2,1
4308,462506,Male,No,31,No,Healthcare,1.0,Low,4,3
1041,467585,Male,Yes,40,Yes,Healthcare,6.0,High,2,1
3315,462782,Male,Yes,57,Yes,Executive,7.0,High,2,3
442,461546,Female,Yes,72,No,Lawyer,1.0,Low,3,1
4856,462281,Male,Yes,47,Yes,Artist,0.0,Low,2,3
5150,459442,Male,Yes,85,Yes,Executive,0.0,High,2,3
5608,459605,Female,No,19,No,Healthcare,8.0,Low,1,4
4558,466777,Female,Yes,49,Yes,Homemaker,8.0,Average,2,3
2884,467345,Male,Yes,76,Yes,Lawyer,1.0,Low,1,1
7232,460863,Male,Yes,66,Yes,Artist,0.0,Low,5,1
7537,464371,Male,Yes,49,Yes,Artist,1.0,Low,4,3
7186,463051,Female,No,42,Yes,Homemaker,10.0,Low,1,1
3287,463794,Female,No,32,Yes,Healthcare,9.0,Low,5,4
5544,461506,Male,No,27,No,Doctor,1.0,Low,3,4
5632,461189,Male,Yes,87,No,Lawyer,1.0,Low,1,2
6574,462732,Female,Yes,41,Yes,Artist,9.0,Low,1,2
3747,461923,Female,Yes,42,Yes,Artist,2.0,Average,2,3
6577,464896,Male,Yes,76,No,Executive,1.0,High,2,1
5,461319,Male,Yes,56,No,Artist,0.0,Average,2,3
45,463156,Female,Yes,79,No,Lawyer,8.0,High,2,1
6549,465034,Female,Yes,83,Yes,Executive,1.0,High,3,1
5146,465742,Female,Yes,45,Yes,Artist,3.0,Low,3,3
1820,460028,Male,Yes,39,Yes,Healthcare,11.0,Average,2,4
3632,466342,Female,Yes,49,Yes,Artist,0.0,Average,5,3
5244,463762,Male,Yes,31,No,Executive,1.0,High,3,1
378,460280,Male,Yes,39,Yes,Entertainment,0.0,Low,1,4
5599,460327,Female,No,42,Yes,Artist,12.0,Low,1,2
6878,467058,Male,Yes,82,No,Executive,1.0,High,2,2
7643,463725,Male,Yes,46,Yes,Artist,1.0,Low,2,3
1581,459204,Female,Yes,35,Yes,Engineer,0.0,Average,2,2
1601,461052,Male,No,22,No,Healthcare,0.0,Low,3,4
3531,459203,Male,Yes,35,Yes,Engineer,0.0,Low,2,2
393,463652,Female,No,28,Yes,Artist,1.0,Low,1,4
7761,459170,Female,No,36,Yes,Artist,0.0,Low,1,2
6564,462097,Male,Yes,42,Yes,Doctor,8.0,Average,2,2
1609,459264,Female,No,42,Yes,Artist,0.0,Low,2,3
1852,461432,Female,Yes,40,Yes,Artist,1.0,Average,2,3
1283,466089,Male,No,59,No,Entertainment,0.0,Low,3,2
7512,459057,Male,Yes,68,No,Lawyer,0.0,High,2,4
5841,466601,Male,Yes,40,Yes,Artist,1.0,Average,2,3
3214,467512,Male,Yes,41,No,Artist,0.0,Average,2,2
4913,463182,Male,Yes,59,Yes,Entertainment,1.0,Low,3,2
1935,467899,Male,Yes,66,Yes,Artist,1.0,Average,2,2
7586,467841,Female,No,18,No,Healthcare,2.0,Low,5,4
1377,467573,Male,Yes,45,Yes,Artist,6.0,Average,4,2
4998,467726,Male,Yes,82,Yes,Lawyer,0.0,High,2,3
1650,459241,Male,Yes,46,No,Entertainment,9.0,Low,5,4
1135,467602,Female,No,30,No,Entertainment,1.0,Low,4,4
324,467865,Female,No,35,Yes,Artist,3.0,Low,1,1
2286,460609,Female,No,33,No,Healthcare,8.0,Low,1,3
1848,466459,Female,No,30,Yes,Healthcare,3.0,Low,5,2
2612,466532,Female,No,19,No,Engineer,1.0,Low,4,4
4002,460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2,2
2135,466352,Female,Yes,65,Yes,Doctor,1.0,Low,2,2
1855,464020,Male,No,20,No,Healthcare,0.0,Low,4,4
6321,461692,Female,Yes,87,No,Artist,0.0,Low,1,1
4932,461283,Male,No,19,No,Healthcare,1.0,Low,4,4
4895,467840,Female,No,22,No,Healthcare,0.0,Low,6,4
6646,459312,Male,No,22,No,Healthcare,1.0,Low,4,4
3567,465217,Male,Yes,53,Yes,Executive,1.0,High,5,1
6256,463679,Male,No,31,No,Healthcare,3.0,Low,8,4
7764,465107,Male,Yes,81,No,Executive,0.0,Low,1,4
2846,463701,Male,Yes,52,Yes,Marketing,1.0,High,4,3
691,463877,Male,Yes,42,No,Entertainment,0.0,Average,4,1
7667,465695,Female,No,33,No,Healthcare,7.0,Low,3,2
3180,463989,Male,No,79,No,Lawyer,0.0,Low,1,4
4296,462093,Male,No,33,Yes,Artist,1.0,Low,2,4
6448,467778,Female,No,31,Yes,Healthcare,8.0,Low,4,3
496,463035,Female,Yes,42,No,Homemaker,3.0,Average,4,4
1681,461426,Male,Yes,51,Yes,Artist,7.0,Average,2,3
7405,466083,Female,No,21,No,Marketing,2.0,Low,2,4
4772,459370,Male,No,18,No,Healthcare,13.0,Low,4,4
3816,465716,Female,No,59,Yes,Artist,0.0,Low,2,3
3077,459537,Female,No,47,Yes,Homemaker,9.0,Low,3,1
3063,463294,Female,Yes,35,Yes,Engineer,5.0,Low,2,2
3892,467318,Male,Yes,41,Yes,Doctor,1.0,Low,2,3
5898,467437,Female,Yes,76,Yes,Lawyer,0.0,High,2,2
7359,464607,Female,Yes,49,Yes,Artist,0.0,Average,4,3
570,464746,Male,Yes,32,No,Executive,4.0,Average,5,4
5452,466169,Male,Yes,63,Yes,Artist,1.0,Low,1,3
1470,460177,Male,No,48,Yes,Artist,1.0,Low,1,2
6254,463082,Male,No,32,Yes,Healthcare,9.0,Low,5,4
6527,466201,Male,Yes,42,Yes,Doctor,1.0,Average,5,3
6037,465377,Male,Yes,26,Yes,Artist,5.0,Average,2,1
6874,466035,Female,Yes,86,Yes,Lawyer,1.0,Low,2,2
984,459984,Female,Yes,36,Yes,Entertainment,0.0,Average,3,2
1195,467062,Female,No,55,Yes,Artist,1.0,Low,1,1
4160,467895,Female,No,27,Yes,Healthcare,0.0,Low,4,3
1603,465992,Male,Yes,53,Yes,Entertainment,1.0,Low,3,1
7315,465084,Male,Yes,61,Yes,Executive,5.0,High,2,3
5136,466145,Male,Yes,56,No,Entertainment,1.0,Average,3,3
5564,465675,Female,No,47,No,Entertainment,0.0,Low,1,1
6828,465518,Female,Yes,43,Yes,Artist,1.0,Average,3,2
3247,463117,Female,No,26,No,Engineer,0.0,Low,3,4
8005,467153,Female,Yes,51,Yes,Artist,0.0,Low,2,1
7097,465856,Male,Yes,41,Yes,Artist,11.0,High,2,1
1107,466320,Female,No,40,Yes,Engineer,9.0,Low,2,2
1270,467929,Female,Yes,42,Yes,Artist,1.0,Average,2,3
1353,461429,Male,Yes,49,Yes,Doctor,1.0,Average,4,3
7343,466556,Male,No,21,No,Healthcare,1.0,Low,3,4
6579,461420,Female,Yes,59,Yes,Doctor,5.0,Low,2,1
6021,463972,Male,Yes,66,Yes,Artist,0.0,Low,4,3
712,463573,Male,No,29,No,Doctor,1.0,Low,2,4
7142,460209,Female,Yes,26,Yes,Entertainment,5.0,Low,7,4
773,464103,Male,Yes,47,Yes,Artist,3.0,Average,2,2
3483,467076,Female,Yes,48,Yes,Doctor,0.0,Average,2,2
7933,462684,Female,No,32,No,Healthcare,7.0,Low,4,4
2020,467658,Male,No,20,No,Healthcare,0.0,Low,4,4
751,465352,Male,Yes,61,Yes,Entertainment,1.0,Average,4,3
940,459453,Male,Yes,88,Yes,Lawyer,3.0,Low,2,2
3741,461794,Female,No,19,No,Healthcare,5.0,Low,5,4
3174,461753,Female,No,35,Yes,Artist,0.0,Low,1,2
3907,460033,Female,No,46,Yes,Entertainment,6.0,Low,3,1
259,463862,Male,Yes,50,Yes,Artist,6.0,Average,3,3
6201,467791,Male,No,21,No,Doctor,0.0,Low,5,4
7883,461803,Female,No,33,No,Doctor,0.0,Low,4,4
3401,466687,Male,No,22,No,Healthcare,0.0,Low,3,4
2067,461755,Male,No,29,No,Artist,1.0,Low,3,1
7032,464160,Male,Yes,27,Yes,Artist,4.0,Average,2,1
2447,462365,Male,Yes,75,Yes,Lawyer,0.0,High,2,2
6501,463704,Male,No,45,Yes,Artist,1.0,Low,2,1
1037,467626,Male,Yes,31,Yes,Entertainment,8.0,Average,2,2
2374,459831,Male,Yes,37,No,Engineer,8.0,Average,3,4
445,464684,Female,No,40,No,Engineer,9.0,Low,5,1
5724,461290,Male,No,22,No,Healthcare,1.0,Low,2,4
7832,467705,Male,Yes,33,Yes,Artist,1.0,Low,2,1
6109,466227,Male,Yes,61,Yes,Artist,0.0,Average,5,3
857,467236,Female,No,40,Yes,Lawyer,4.0,Low,1,2
4000,460861,Male,No,21,No,Healthcare,1.0,Low,3,4
3654,460013,Female,No,68,No,Healthcare,2.0,Low,3,4
3089,464275,Male,No,30,No,Doctor,0.0,Low,5,4
1502,463235,Female,No,21,No,Healthcare,1.0,Low,4,4
3291,460059,Female,No,48,No,Entertainment,2.0,Low,2,4
7083,463926,Female,No,27,No,Engineer,0.0,Low,6,4
4265,464586,Female,No,46,Yes,Artist,1.0,Low,1,2
4632,465473,Female,No,55,Yes,Artist,3.0,Low,1,1
1021,466331,Male,Yes,26,Yes,Marketing,0.0,Low,2,4
6348,464974,Male,Yes,60,No,Artist,0.0,Average,2,2
1781,463605,Female,No,23,No,Healthcare,0.0,Low,5,4
7470,465658,Male,Yes,71,Yes,Artist,0.0,Average,4,3
1986,461750,Male,No,52,No,Artist,5.0,Low,1,2
3898,465013,Female,Yes,82,No,Lawyer,0.0,High,2,3
84,462204,Female,No,19,No,Marketing,1.0,Low,3,1
3009,464384,Male,No,25,Yes,Healthcare,9.0,Low,4,3
702,461245,Male,Yes,39,Yes,Artist,5.0,Average,3,1
7666,464102,Female,Yes,63,Yes,Artist,7.0,Average,3,3
5585,464547,Male,No,41,Yes,Artist,0.0,Low,2,2
2579,463024,Male,No,35,Yes,Artist,0.0,Low,1,1
6472,467606,Male,Yes,38,Yes,Executive,0.0,Average,3,2
4093,466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4,2
7724,465797,Male,Yes,36,Yes,Artist,1.0,Average,2,3
4403,460125,Female,Yes,55,Yes,Artist,10.0,Low,1,2
1095,465458,Female,Yes,84,Yes,Artist,1.0,High,2,1
327,462618,Female,No,32,Yes,Healthcare,1.0,Low,5,4
2963,466701,Male,Yes,48,Yes,Homemaker,10.0,Low,3,3
2421,461452,Female,No,31,Yes,Doctor,0.0,Low,4,1
6237,461545,Female,Yes,70,Yes,Artist,1.0,Low,3,2
1486,465074,Male,No,25,Yes,Artist,1.0,Low,4,1
6177,460459,Female,No,33,No,Engineer,0.0,Low,5,4
4184,467788,Male,No,22,No,Healthcare,0.0,Low,4,4
7256,465919,Female,No,50,Yes,Artist,0.0,Low,1,2
6162,461176,Female,Yes,66,No,Engineer,6.0,Average,4,2
5339,467900,Female,No,37,No,Engineer,3.0,Low,1,1
6180,464835,Male,No,19,No,Healthcare,1.0,Low,6,4
4628,466072,Female,No,23,No,Healthcare,1.0,Low,3,4
5047,467310,Female,Yes,88,Yes,Lawyer,0.0,High,3,2
1145,466101,Female,No,22,No,Healthcare,0.0,Low,7,4
4049,465113,Male,Yes,66,Yes,Lawyer,1.0,High,2,3
4366,466389,Female,Yes,47,Yes,Engineer,0.0,Average,2,1
1225,460129,Female,No,25,Yes,Engineer,8.0,Low,2,1
1517,465504,Male,No,42,Yes,Entertainment,0.0,Low,2,2
2423,466618,Male,Yes,49,Yes,Artist,3.0,Average,2,3
3976,459858,Female,No,31,No,Healthcare,8.0,Low,4,4
242,461670,Male,Yes,59,Yes,Artist,0.0,Average,6,3
7821,460241,Male,Yes,40,Yes,Artist,8.0,Average,2,3
4094,459956,Female,Yes,39,Yes,Healthcare,8.0,Average,2,4
7722,465434,Female,No,26,Yes,Healthcare,1.0,Low,7,2
3269,459216,Female,No,42,Yes,Artist,1.0,Low,2,1
6259,460025,Female,No,26,Yes,Healthcare,5.0,Low,2,4
5926,464316,Male,Yes,59,Yes,Artist,0.0,Average,4,3
1430,465123,Female,No,28,Yes,Healthcare,1.0,Low,3,1
1758,467433,Male,No,45,Yes,Artist,0.0,Low,1,3
4891,459284,Female,Yes,70,Yes,Lawyer,1.0,High,2,3
1744,464363,Female,Yes,41,Yes,Artist,9.0,Low,1,3
793,467560,Female,Yes,73,Yes,Lawyer,1.0,Low,2,2
5352,465346,Female,No,37,Yes,Marketing,1.0,Low,3,4
2352,466793,Female,Yes,62,Yes,Artist,4.0,Average,3,2
3676,461853,Male,No,20,No,Healthcare,6.0,Low,3,4
7465,463346,Male,Yes,40,Yes,Healthcare,1.0,Low,3,4
3778,466896,Male,Yes,52,No,Artist,7.0,Low,1,3
1491,462073,Female,No,36,Yes,Artist,6.0,Low,1,3
1529,460523,Female,No,48,Yes,Entertainment,1.0,Low,2,3
3135,461601,Male,Yes,36,Yes,Artist,1.0,Average,2,3
1325,460173,Female,Yes,40,Yes,Artist,1.0,Low,3,3
7546,467243,Male,No,26,Yes,Healthcare,1.0,Low,3,4
6133,465421,Female,No,25,No,Engineer,1.0,Low,1,1
5044,464382,Female,Yes,55,Yes,Artist,1.0,Average,4,3
2860,465738,Male,Yes,38,Yes,Entertainment,8.0,Low,2,2
3202,462974,Male,Yes,66,Yes,Lawyer,0.0,Low,1,4
1876,462617,Male,No,19,No,Healthcare,0.0,Low,5,4
7456,467453,Male,No,49,No,Healthcare,0.0,Low,1,4
3794,466189,Female,Yes,56,Yes,Artist,0.0,Average,2,3
632,459366,Female,Yes,41,Yes,Artist,0.0,Low,4,1
4758,462045,Female,No,46,Yes,Artist,9.0,Low,1,2
3900,462344,Female,Yes,63,Yes,Artist,0.0,High,4,3
7266,459923,Male,No,31,Yes,Marketing,0.0,Low,2,4
5941,464804,Male,Yes,27,No,Entertainment,0.0,Low,1,1
2853,460375,Male,No,40,Yes,Doctor,4.0,Low,2,3
5258,459629,Female,Yes,47,Yes,Entertainment,3.0,Average,2,2
4794,466458,Male,No,33,No,Executive,5.0,Low,2,1
7389,467334,Male,Yes,73,No,Executive,0.0,High,2,3
5129,461822,Male,Yes,37,Yes,Artist,9.0,High,2,3
6291,461287,Male,Yes,42,Yes,Executive,1.0,High,5,2
4261,465250,Male,No,22,No,Healthcare,0.0,Low,4,4
5116,463891,Male,Yes,75,Yes,Lawyer,1.0,Low,1,1
719,460852,Male,Yes,74,No,Executive,0.0,Low,2,4
2416,460152,Female,No,53,Yes,Artist,1.0,Low,1,3
944,461970,Female,No,38,Yes,Artist,9.0,Low,1,2
5313,464005,Female,No,27,No,Healthcare,0.0,Low,5,3
1913,465329,Male,Yes,35,Yes,Artist,5.0,Average,2,3
1746,463226,Female,Yes,38,Yes,Executive,0.0,Average,2,1
7519,459229,Female,Yes,65,Yes,Lawyer,0.0,Average,4,2
2172,463962,Female,No,35,Yes,Artist,12.0,Low,2,2
5709,466914,Male,Yes,81,Yes,Entertainment,1.0,Low,1,4
1861,466263,Male,No,53,Yes,Artist,0.0,Low,2,3
4353,461252,Female,Yes,48,Yes,Doctor,1.0,Low,1,4
